user_id,timestamp,action,book_title
Alex,2025-05-29 08:41:25,searched,Harry Potter and the Goblet of Fire (Book 4)
Alex,2025-05-29 08:41:25,liked,Harry Potter and the Sorcerer's Stone (Book 1)
Alex,2025-05-29 08:41:31,searched,Harry Potter and the Goblet of Fire (Book 4)
Alex,2025-05-29 08:41:32,searched,Harry Potter and the Goblet of Fire (Book 4)
Alex,2025-05-29 08:41:35,searched,Harry Potter and the Goblet of Fire (Book 4)
Alex,2025-05-29 08:41:36,searched,Harry Potter and the Goblet of Fire (Book 4)
Alex,2025-05-29 08:41:38,searched,Harry Potter and the Goblet of Fire (Book 4)
Alex,2025-05-29 09:09:08,searched,Harry Potter and the Chamber of Secrets (Book 2)
Alex,2025-05-29 09:09:35,searched,One for the Money (A Stephanie Plum Novel)
Alex,2025-05-29 09:09:53,searched,American Gods
Alex,2025-05-29 09:10:50,searched,Last Chance Saloon
Alex,2025-05-29 09:11:03,searched,Last Chance Saloon
Alex,2025-05-29 09:11:03,liked,Table For Two
Alex,2025-05-29 09:11:07,searched,Last Chance Saloon
Alex,2025-05-29 09:11:07,liked,A Civil Action
Alex,2025-05-29 09:11:11,searched,Last Chance Saloon
Alex,2025-05-29 11:15:20,searched,A Man Named Dave: A Story of Triumph and Forgiveness
Alex,2025-05-29 11:15:25,searched,A Man in Full
Alex,2025-05-29 11:19:01,searched,Harry Potter and the Chamber of Secrets (Book 2)
Alex,2025-05-29 11:19:08,searched,A Man Named Dave: A Story of Triumph and Forgiveness
Alex,2025-05-29 11:19:15,searched,Last Man Standing
Alex,2025-05-29 11:19:47,searched,Last Man Standing
Alex,2025-05-29 11:19:49,searched,Last Man Standing
Alex,2025-05-29 11:19:50,searched,Last Man Standing
Alex,2025-05-29 11:19:54,searched,Last Man Standing
Alex,2025-05-29 11:19:56,searched,Last Man Standing
Alex,2025-05-29 11:19:58,searched,Last Man Standing
Alex,2025-05-29 11:20:01,searched,Last Man Standing
Alex,2025-05-29 11:20:14,searched,Don't Stand Too Close to a Naked Man
Alex,2025-05-29 11:20:18,searched,Daisy Fay and the Miracle Man
Alex,2025-05-29 11:20:23,searched,A Virtuous Woman (Oprah's Book Club (Paperback))
Alex,2025-05-29 11:20:28,searched,A Virtuous Woman (Oprah's Book Club (Paperback))
Alex,2025-05-29 11:20:28,liked,A Virtuous Woman (Oprah's Book Club (Paperback))
Alex,2025-05-29 11:20:32,searched,A Virtuous Woman (Oprah's Book Club (Paperback))
Alex,2025-05-29 11:20:33,searched,A Virtuous Woman (Oprah's Book Club (Paperback))
keni,2025-06-05 14:05:18,searched,Harry Potter and the Chamber of Secrets (Book 2)
keni,2025-06-05 14:06:30,searched,Harry Potter and the Chamber of Secrets (Book 2)
keni,2025-06-05 14:06:30,liked,Jacob Have I Loved
keni,2025-06-05 14:06:37,searched,Harry Potter and the Chamber of Secrets (Book 2)
keni,2025-06-05 14:06:37,liked,Toxin
keni,2025-06-05 14:06:46,searched,Harry Potter and the Chamber of Secrets (Book 2)
james,2025-06-05 14:07:41,searched,Angels
james,2025-06-05 14:08:34,searched,Clear and Present Danger (Jack Ryan Novels)
james,2025-06-05 14:11:35,searched,A Bend in the Road
james,2025-06-05 14:13:14,searched,Absolute Power
james,2025-06-05 14:13:34,searched,A Heartbreaking Work of Staggering Genius
james,2025-06-05 14:13:44,searched,Dark Rivers of the Heart
james,2025-06-05 14:14:28,searched,Dark Rivers of the Heart
james,2025-06-05 14:14:28,liked,Sole Survivor
james,2025-06-05 14:14:28,searched,Dark Rivers of the Heart
james,2025-06-05 14:14:33,searched,Dark Rivers of the Heart
james,2025-06-05 14:14:33,liked,While My Pretty One Sleeps
james,2025-06-05 14:14:36,searched,Dark Rivers of the Heart
james,2025-06-05 14:14:36,liked,The Bad Place
james,2025-06-05 14:14:47,searched,Dark Rivers of the Heart
james,2025-06-05 14:14:48,liked,Long After Midnight
Alex,2025-06-08 16:59:44,searched,By the Light of the Moon
Alex,2025-06-08 16:59:58,searched,Turtle Moon
Alex,2025-06-08 17:00:21,searched,Turtle Moon
Alex,2025-06-08 17:00:23,searched,Turtle Moon
Alex,2025-06-08 17:00:31,searched,Turtle Moon
Alex,2025-06-08 17:00:33,searched,Turtle Moon
Alex,2025-06-08 17:00:33,searched,Turtle Moon
Alex,2025-06-08 17:00:34,searched,Turtle Moon
Alex,2025-06-08 17:00:34,searched,Turtle Moon
Alex,2025-06-08 17:00:35,searched,Turtle Moon
Alex,2025-06-08 17:00:35,searched,Turtle Moon
Alex,2025-06-08 17:00:36,searched,Turtle Moon
Alazar,2025-08-13 02:07:45,searched,Harry Potter and the Chamber of Secrets (Book 2)
Alazar,2025-08-13 02:07:56,searched,Harry Potter and the Chamber of Secrets (Book 2)
Alazar,2025-08-13 02:07:56,liked,The Witness
